leaid,per_pupil_exp
0511220,11285.22089509282
0511340,8990.811793214863
0511370,8649.707061362935
0511610,8894.288681204569
0511700,10150.42678923178
0511730,11449.856733524355
0511760,10317.255397461957
0511820,11502.65410031416
0511850,13723.130708019262
0511880,12302.515820342645
0511970,9940.118397085611
0512000,9828.483558079015
0512060,12986.613420327352
0512090,9560.665107820212
0512180,11559.825565549196
0512210,9372.084494645738
0512420,12233.080927591103
0512450,11902.52177679388
0512480,10844.174524532524
0512510,10766.295556189933
0512520,11326.411281654413
0512540,10210.121136646665
0512570,16451.803417000632
0512630,10423.655134939323
0512660,10482.217417774433
0512930,13864.161849710983
0512960,10321.757417301353
0513080,10371.552701171137
0513110,11273.090772527448
0513230,9481.63704900377
0513350,9955.05879613459
0513380,10252.928647497338
0513410,10407.286495582668
0513530,9633.2919640086875
0513560,13525.10617037222
0513680,11329.241534720986
0513930,9906.24348913119
0514010,10304.107570454964
0514020,10842.324290998768
0514040,12784.58881933952
0514140,9796.456879615202
0514370,12548.875432525952
0514400,10282.549972987574
0514430,9562.306064880113
0514490,13211.630777671102
0600001,5226.176832632964
0600002,NA
0600003,NA
0600006,12429.354838709678
0600007,NA
0600011,11390.988927071401
0600012,19362.90322580645
0600013,9235.576101376262
0600014,8785.01507790607
0600015,4652.559726962458
0600016,9279.708387915673
0600017,8218.541824666407
0600018,18012.527403695585
0600019,14315.023969078633
0600020,10941.01233402979
0600021,10282.252050708426
0600022,12385.724135666678
0600025,11945.129112343348
0600026,11498.199915290132
0600027,9875.456749032235
0600028,8630.494894003574
0600029,9829.881846431303
0600031,17286.445012787724
0600032,13123.38502005946
0600033,10781.5228854672
0600034,10928.503458624602
0600035,11498.669032830523
0600036,10562.03149558699
0600037,10277.180406212665
0600038,9183.754827457331
0600039,10858.702633269108
0600040,10901.48933484791
0600042,5907.6043816478805
0600043,10204.834100650896
0600044,15956.027586206896
0600045,11303.481012658227
0600046,11008.937520882058
0600047,10243.209407084565
0600048,10848.695445568079
0600049,17631.08013937282
0600051,9644.049050252464
0600052,11665.25103566869
0600060,10817.242990654206
0600061,12630.117680219857
0600062,9628.205369759773
0600063,5816.86585617144
0600064,11309.12569131301
0600065,10966.21953343997
0600067,12766.080184597635
0600068,11490.153399668325
0600069,10600.672349621804
0600071,NA
0600116,19805.112781954886
0600134,NA
0600136,NA
0600153,14260.983892715076
0600158,10180.074846336036
0600159,13329.14943886592
0600160,10227.058877266707
0601322,NA
0601331,12388.187919463087
0601332,11633.584413933384
0601336,NA
0601339,10932.483120780194
0601409,10864.5966709347
0601410,NA
0601414,11503.47564262216
0601415,13480.423379542899
0601418,12660.847695835491
0601420,13105.620575061408
0601421,NA
0601422,NA
0601423,NA
0601425,NA
0601426,10613.77435432714
0601427,11390.472471690746
0601428,NA
0601429,NA
0601430,NA
0601431,NA
0601432,NA
0601433,NA
0601434,NA
0601435,NA
0601436,NA
0601438,NA
0601439,NA
0601441,NA
0601442,14166.866028708135
0601444,NA
0601445,NA
0601446,NA
0601447,NA
0601620,10283.51197724396
0601650,14671.782142339469
0601680,8480.786909358338
0601710,10187.170061339204
0601770,10471.336638691153
0601860,16871.98969397413
0601890,15803.700724054706
0601950,11170.318070120791
0601980,15049.751243781095
0602010,10062.458691341706
0602070,33442.307692307695
0602100,9293.704092339978
0602160,8670.041439830991
0602220,11826.390313974964
0602250,10631.779257849666
0602310,11490.156322058427
0602360,9888.102368635993
0602370,9327.112493519959
0602430,11032.06421011248
0602450,9005.672936311836
0602610,11328.102950778239
0602630,12541.742233460804
0602670,12310.317534221063
0602700,11098.616620893094
0602730,16127.344336084021
0602760,9497.269330267318
0602820,10532.987269905349
0602850,10260.502744558296
0602970,12734.063837948228
0603000,11233.875828812537
0603030,12433.83847181095
0603060,8985.892311309664
0603090,NA
0603180,6477.034475305307
0603270,11327.698022919029
0603300,11529.497694025335
0603420,9542.346067036513
0603480,10404.639299292556
0603600,11696.16676769441
0603610,17713.043478260868
0603630,11393.557582079378
0603690,9933.410507758153
0603720,16817.800167926114
0603750,10271.648873072361
0603780,14152.270703472841
0603870,12272.07514944492
0604020,9529.196367542232
0604080,12283.439847516538
0604110,14457.857091937361
0604200,17842.42853768013
0604230,10632.008813250266
0604260,10447.465307278391
0604290,10024.594228289974
0604350,10056.173677069199
0604380,13713.487188001549
0604440,9864.149337951007
0604500,12753.115264797509
0604530,14300.497322111707
0604560,36130.05780346821
0604620,9574.675720733541
0604650,9657.808300985369
0604740,17050.72529878661
0604800,9917.243224647376
0604830,19466.029031169124
0604860,26177.263969171483
0604890,15643.564356435643
0604950,21231.53803442532
0604980,11681.56862745098
0605010,14242.440318302388
0605040,13217.254901960785
0605190,13323.12925170068
0605220,13563.29411764706
0605240,11713.872035300607
0605250,24115.384615384617
0605280,2278.3286908077994
0605400,13110.838946723821
0605490,20235.29411764706
0605520,40547.089947089946
0605580,10236.450497670132
0605610,10965.475620461257
0605640,13377.344877344878
0605700,12463.339494762786
0605730,10926.736441484301
0605790,9981.217246925751
0605820,10968.30985915493
0605880,9717.935340547636
0605910,9257.483415766157
0605940,16956.66447800394
0606000,19160
0606030,9955.669536545154
0606060,14196.847290640395
0606090,9034.283265481037
0606100,9448.473282442748
0606270,9554.406336511842
0606330,14875.019503822748
0606360,10909.581070597362
0606390,10222.531188501036
0606420,10765.720081135903
0606450,10137.199087138966
0606480,14219.18031185911
0606510,15709.129511677282
0606540,12431.578947368422
0606570,10248.614223375398
0606580,13554.502369668246
0606690,9667.550371155885
0606720,13513.61011822931
0606750,11944.583844962895
0606780,12708.952312355572
0606810,10996.888370283936
0606870,10072.643548538672
0606900,10640.945956188889
0606960,14859.621451104102
0606990,12734.161068118037
0607020,19549.419293671486
0607140,10825.794347994402
0607170,10472.903358747166
0607200,13229.912194604345
0607230,14756.174985242998
0607260,9753.635962979286
0607350,11919.558359621451
0607410,8799.25253603844
0607440,8319.999775780983
0607470,12218.243243243243
0607500,12273.449401523396
0607530,21914.075010535187
0607560,12777.280041751837
0607680,12000.783514847606
0607740,10030.155178106314
0607770,13401.826484018266
0607800,13367.124033540238
0607840,18617.661329451723
0607900,10064.726815993301
0607920,16222.843181307571
0607950,9772.298428986367
0607970,10231.792385906834
0607980,12759.347718662493
0608010,10776.483773511354
0608070,10220.996195857711
0608130,11136.064231690738
0608160,11537.510338288988
0608190,11063.718332481565
0608250,11757.174048658764
0608340,11467.384420519316
0608370,9942.477422754351
0608460,9198.42051686205
0608520,8960.145785014436
0608550,12437.221468707614
0608580,11632.54060324826
0608610,10418.453671819247
0608640,11505.376344086022
0608700,14536.70770633835
0608760,10908.9357829475
0608850,7640.973630831643
0608880,8734.466971877044
0608970,11666.804950563506
0609030,10977.269170676213
0609070,12783.864262944775
0609120,11036.71048412953
0609240,24103.092783505155
0609300,9319.108280254777
0609330,17902.869757174394
0609390,11283.053931793405
0609450,10751.962955506342
0609480,9420.307801167522
0609510,8206.862257583292
0609570,10179.797411367474
0609620,12246.095425266585
0609640,9917.75292237827
0609665,21076.342281879195
0609690,10783.954876841379
0609780,9994.381740657136
0609810,13841.206602162778
0609850,10155.360828039258
0609870,11115.894571254294
0609940,11568.840993201493
0609990,9037.468170243725
0610050,14977.271318310033
0610230,10729.001584786054
0610260,13869.987348848157
0610290,10436.306487961096
0610320,11296.514069718605
0610350,12535.181236673774
0610380,8063.9625585023405
0610440,11493.839628357908
0610620,10899.399591955698
0610680,34782.505910165484
0610710,3641.066417212348
0610740,12530.117154233894
0610770,11334.81691833001
0610860,13118.707271597264
0610890,12179.129744742759
0610980,12173.489278752437
0611040,12163.723351860972
0611100,61055.555555555555
0611110,12277.728024249105
0611130,11059.185606060606
0611220,12076.309253289648
0611280,8720.768216908304
0611430,11138.344914718888
0611460,10681.966125679919
0611490,8784.781636392492
0611520,12043.58074222668
0611550,10681.868131868132
0611610,10292.025862068966
0611670,13967.741935483871
0611700,27787.261146496814
0611730,9652.058039680189
0611760,12138.4647025554
0611780,12558.40099937539
0611820,12685.892163151342
0611850,10095.071841009803
0611870,25485.89829002887
0611910,10988.49478390462
0611940,11360.468306960578
0612030,8882.377591900364
0612070,11513.887878479245
0612090,13347.824668616726
0612120,14544.973818204353
0612150,13098.814229249012
0612180,10681.177166457397
0612210,10331.357087804588
0612330,10125.749938087667
0612360,17855.64304461942
0612420,19876.8115942029
0612600,10351.486802539259
0612630,33952.55724667489
0612690,10423.196772394791
0612750,11432.839396955287
0612810,10756.41594146666
0612840,9655.806384599404
0612880,9614.615115812092
0612910,11290.809751525672
0612930,10768.46998318663
0612960,9106.335299452136
0613080,9016.176599410168
0613140,9731.235093298415
0613170,9294.374762447738
0613290,11405.052702024426
0613360,9468.48614387473
0613470,11716.861350939564
0613500,11013.868518277854
0613530,11509.195055773289
0613710,9401.980198019803
0613740,8587.674247982392
0613800,11045.142451266673
0613840,12446.896430455425
0613860,13245.098039215687
0613890,11013.110766736112
0613920,10802.065083872007
0613980,9713.784226538732
0614010,13702.761234434218
0614040,27101.85185185185
0614070,12873.597724759045
0614130,20594.155844155845
0614190,10764.716471647165
0614220,8738.191312603845
0614250,10948.273033062598
0614340,8282.21377270807
0614370,10157.695550351287
0614400,10740.736565424026
0614430,16004.649065960384
0614490,16645.283018867925
0614520,9467.673716012085
0614550,11600.078435283478
0614730,9453.613026171539
0614760,11219.57491507851
0614790,9931.149680281875
0614820,13088.787306052482
0614880,11826.790016547633
0614910,10841.322314049587
0614940,12386.036371980954
0614950,11094.677713804242
0614970,14643.037974683544
0615000,14716.475095785441
0615090,11106.094251171971
0615150,17066.086268302333
0615180,11545.602294455068
0615240,11636.199194964147
0615270,9578.948074780905
0615390,9827.789805156464
0615450,8679.640718562874
0615480,11652.477763659466
0615510,15614.63762550063
0615600,671.9037682582546
0615690,9448.025785656728
0615780,11059.11011974642
0615810,14179.657794676807
0615840,10009.97506234414
0615870,10183.673469387755
0615990,25010.309278350516
0616050,10120.308356182855
0616080,11840.898292737005
0616110,10408.808582721625
0616230,12950.579381300447
0616260,11192.868319196245
0616300,13016.585555771851
0616320,14763.38816940847
0616323,9904.04432132964
0616325,12308.089569104804
0616470,9755.966700704408
0616500,11315.651178521255
0616530,14016.564952048822
0616560,10423.374613003096
0616570,11066.809089143522
0616620,10901.657458563535
0616650,9060.78855744801
0616680,10653.760061499503
0616740,12312.699047268252
0616830,12573.563316540005
0616860,10555.621146530237
0616920,12390.557587212887
0617040,6997.304878719542
0617160,7748.588877579346
0617190,18654.461784713887
0617220,9260.292453651318
0617340,9776.670832379914
0617430,11158.717360292749
0617490,11166.365098512264
0617520,9606.330365974283
0617580,26887.171561051004
0617620,22191.037735849055
0617640,22277.456647398845
0617760,19535.353535353537
0617850,10147.315071799203
0617880,11844.668714348398
0618030,8763.239741439853
0618060,13388.489474105007
0618120,9435.437174290677
0618160,15479.351032448378
0618210,9659.259646554428
0618240,13908.629441624365
0618270,46163.12056737589
0618390,11359.678779708913
0618510,8881.516587677725
0618660,8686.574074074075
0618690,8974.397590361446
0618730,9890.706249409095
0618780,8757.738896366083
0618810,16013.245033112582
0618840,9582.990454246215
0618870,9726.00634613469
0618930,14844.14901151379
0618990,13589.267593863786
0619050,8531.556802244038
0619110,10848.475791990437
0619140,9198.661393367813
0619170,14148.337595907928
0619200,11341.50739271547
0619230,17948.20717131474
0619260,10594.384695143026
0619320,10868.06649168854
0619380,14014.887497885298
0619410,17540.14598540146
0619440,9968.56177464375
0619490,10170.652916692552
0619540,12015.352053502304
0619590,12825.874209332856
0619620,10742.748937742472
0619650,10862.080472921434
0619680,10230.339492909325
0619700,11715.835030549899
0619740,11597.833014659018
0619770,8134.147979051967
0619800,9298.275337764455
0619830,11367.047861075815
0619860,11894.793926247288
0619890,11143.8590181622
0619920,19321.637426900586
0619950,29810.389055151772
0619980,14836.805555555555
0620010,10086.607142857143
0620040,11308.872063676956
0620070,11312.436995967742
0620130,10826.852261010457
0620190,10114.762033845796
0620220,19214.116952155935
0620250,9909.191116874696
0620310,10829.893738473698
0620370,16892.128473955734
0620430,14768.47290640394
0620460,9646.880716583612
0620490,8429.606625258799
0620520,16290.552584670231
0620610,9567.955112219452
0620640,13213.74396690416
0620670,10221.670749000903
0620700,20307.33410942957
0620730,9938.482466747279
0620760,11748.686244204018
0620790,9985.76569801794
0620850,11205.812308010907
0620880,10602.554654875952
0620910,15754.571026722926
0621000,10932.206218162655
0621060,10264.715240216354
0621090,9164.28797970187
0621150,10519.960778820563
0621180,14082.290980908492
0621210,13308.969352168811
0621240,12004.946413849959
0621270,13480.091445989712
0621330,10980.513591251847
0621360,8976.749870153677
0621400,10529.85836700262
0621420,11396.441122329446
0621450,10472.48548750148
0621480,18450.17182130584
0621540,3007.4779667052435
0621570,11863.084474296047
0621600,9926.1081206377
0621690,10072.247605658553
0621810,9848.972720994476
0621870,14380.177443464005
