"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
6552,2200154,2013,1,NA,NA,NA,NA,NA,NA,1,1
6553,2200155,2011,2,NA,NA,2,1,NA,NA,2,1
6554,2200155,2013,4,NA,NA,NA,NA,NA,NA,4,1
6555,2200157,2013,1,NA,NA,NA,NA,NA,NA,1,1
6556,2200157,2015,1,NA,NA,NA,NA,NA,NA,1,1
6557,2200157,2017,1,NA,NA,NA,NA,NA,NA,1,1
6558,2200158,2015,1,NA,NA,NA,NA,NA,NA,1,1
6559,2200158,2017,1,NA,NA,NA,NA,NA,NA,1,1
6560,2200161,2013,1,NA,NA,NA,NA,NA,NA,1,1
6561,2200163,2013,1,NA,NA,NA,NA,NA,NA,1,1
6566,2200187,2015,1,NA,NA,NA,NA,NA,NA,1,1
6567,2200187,2017,1,NA,NA,NA,NA,NA,NA,1,1
6568,2200189,2015,1,NA,NA,NA,NA,NA,NA,1,1
6569,2200189,2017,1,NA,NA,NA,NA,NA,NA,1,1
6570,2200192,2015,1,NA,NA,NA,NA,NA,NA,1,1
6571,2200192,2017,1,NA,NA,NA,NA,NA,NA,1,1
6572,2200193,2015,1,NA,NA,NA,NA,NA,NA,1,1
6573,2200195,2015,1,NA,NA,NA,NA,NA,NA,1,1
6574,2200195,2017,1,NA,NA,NA,NA,NA,NA,1,1
6575,2200196,2017,1,NA,NA,NA,NA,NA,NA,1,1
6576,2200199,2015,1,NA,NA,NA,NA,NA,NA,1,1
6577,2200199,2017,1,NA,NA,NA,NA,NA,NA,1,1
6578,2200200,2015,1,NA,NA,NA,NA,NA,NA,1,1
6579,2200200,2017,1,NA,NA,NA,NA,NA,NA,1,1
6580,2200201,2015,1,NA,NA,NA,NA,NA,NA,1,1
6581,2200201,2017,1,NA,NA,NA,NA,NA,NA,1,1
6582,2200202,2017,1,NA,NA,NA,NA,NA,NA,1,1
6583,2200203,2017,1,NA,NA,NA,NA,NA,NA,1,1
6584,2200204,2015,1,NA,NA,NA,NA,NA,NA,1,1
6585,2200206,2015,1,NA,NA,NA,NA,NA,NA,1,1
6586,2200206,2017,1,NA,NA,NA,NA,NA,NA,1,1
6587,2200208,2015,1,NA,NA,NA,NA,NA,NA,1,1
6588,2200208,2017,1,NA,NA,NA,NA,NA,NA,1,1
6589,2200209,2015,1,NA,NA,NA,NA,NA,NA,1,1
6590,2200209,2017,1,NA,NA,NA,NA,NA,NA,1,1
6595,2200211,2015,1,NA,NA,NA,NA,NA,NA,1,1
6596,2200211,2017,1,NA,NA,NA,NA,NA,NA,1,1
6597,2200212,2015,1,NA,NA,NA,NA,NA,NA,1,1
6598,2200212,2017,1,NA,NA,NA,NA,NA,NA,1,1
6599,2200216,2015,1,NA,NA,NA,NA,NA,NA,1,1
6600,2200216,2017,1,NA,NA,NA,NA,NA,NA,1,1
6601,2200217,2015,1,NA,NA,NA,NA,NA,NA,1,1
6602,2200217,2017,1,NA,NA,NA,NA,NA,NA,1,1
6603,2200219,2017,1,NA,NA,NA,NA,NA,NA,1,1
6604,2200220,2015,1,NA,NA,NA,NA,NA,NA,1,1
6605,2200220,2017,1,NA,NA,NA,NA,NA,NA,1,1
6606,2200222,2015,1,NA,NA,NA,NA,NA,NA,1,1
6607,2200222,2017,1,NA,NA,NA,NA,NA,NA,1,1
6608,2200223,2015,1,NA,NA,NA,NA,NA,NA,1,1
6609,2200223,2017,1,NA,NA,NA,NA,NA,NA,1,1
6610,2200224,2015,1,NA,NA,NA,NA,NA,NA,1,1
6611,2200224,2017,1,NA,NA,NA,NA,NA,NA,1,1
6612,2200225,2015,1,NA,NA,NA,NA,NA,NA,1,1
6613,2200225,2017,1,NA,NA,NA,NA,NA,NA,1,1
6614,2200226,2017,1,NA,NA,NA,NA,NA,NA,1,1
6615,2200227,2015,1,NA,NA,NA,NA,NA,NA,1,1
6616,2200227,2017,1,NA,NA,NA,NA,NA,NA,1,1
6617,2200228,2015,1,NA,NA,NA,NA,NA,NA,1,1
6618,2200228,2017,1,NA,NA,NA,NA,NA,NA,1,1
6619,2200231,2017,1,NA,NA,NA,NA,NA,NA,1,1
6620,2200233,2015,1,NA,NA,NA,NA,NA,NA,1,1
6621,2200233,2017,1,NA,NA,NA,NA,NA,NA,1,1
6622,2200234,2015,1,NA,NA,NA,NA,NA,NA,1,1
6623,2200235,2017,1,NA,NA,NA,NA,NA,NA,1,1
6624,2200236,2015,1,NA,NA,NA,NA,NA,NA,1,1
6625,2200236,2017,1,NA,NA,NA,NA,NA,NA,1,1
6626,2200239,2015,1,NA,NA,NA,NA,NA,NA,1,1
