"","vars","n","mean","sd","min","max","range","se"
"achiev_math_bayes_ecd",83,54723,-0.244642869292271,0.252627677825284,-2.28355586308318,0.661248631952988,2.94480449503617,0.00107993093281205
"lr_math_bayes_ecd",84,45098,-0.00356655804224075,0.0461352294451112,-0.21700146908746,0.192981543488018,0.409983012575478,0.000217247127950431
"achiev_ela_bayes_ecd",85,54723,-0.244686623053215,0.234749081830862,-1.83825031094738,0.631123881077411,2.4693741920248,0.00100350364259653
"lr_ela_bayes_ecd",86,38515,-8.68854183652353e-05,0.0362664829965407,-0.174273819786785,0.147684429049859,0.321958248836644,0.000184795116482126
"achiev_se_math_bayes_ecd",87,54723,0.0327233214341886,0.0152095616515241,0.0157898788384005,0.126022168017704,0.110232289179303,6.50177219035853e-05
"lr_se_math_bayes_ecd",88,45098,0.0165651602538649,0.00401071842499247,0.010288899351295,0.0271644637024291,0.0168755643511341,1.88861542323991e-05
"achiev_se_ela_bayes_ecd",89,54723,0.0316526202078898,0.0144887553201423,0.0157576648917619,0.106694509223123,0.0909368443313616,6.19364243176399e-05
"lr_se_ela_bayes_ecd",90,38515,0.0139104515475023,0.00244900959438623,0.009915773142618,0.0197719630939737,0.0098561899513557,1.24788779023214e-05
"achiev_all_ols_ecd",91,54922,-0.246090174412455,0.249498343551383,-2.37521258227699,0.714842897269842,3.09005547954683,0.00106461969147936
"lr_all_ols_ecd",92,48965,-0.000747750595123115,0.0460907085319723,-0.206256073454145,0.264999596907874,0.471255670362019,0.000208290999977157
"achiev_se_all_ols_ecd",93,54922,0.0266225408924028,0.0193318557231394,0.0117501100867867,0.223213642985461,0.211463532898674,8.24898233100034e-05
"lr_se_all_ols_ecd",94,48965,0.0146116764271168,0.00504852187856395,0.008042048585086,0.0282592183575994,0.0202171697725134,2.28150467629109e-05
"achiev_all_bayes_ecd",95,54922,-0.246591076873988,0.24216170372432,-2.06057859458489,0.647840754985301,2.70841934957019,0.00103331394764954
"lr_all_bayes_ecd",96,48965,-0.0010574517864005,0.0403490850429989,-0.19595867796666,0.189605183534676,0.385563861501336,0.00018234372044725
"achiev_se_all_bayes_ecd",97,54922,0.0249418414795402,0.0135227270339347,0.0117359217295539,0.117136280936092,0.105400359206538,5.77020323177505e-05
"lr_se_all_bayes_ecd",98,48965,0.0136093091788104,0.0040615872502929,0.0079111786750333,0.0237566530339764,0.0158454743589431,1.83549374006939e-05
"achiev_math_ols_hispanic",99,41042,-0.216711006879336,0.281714998171117,-1.32448191276213,1.07347796045249,2.39795987321462,0.00139057914202683
"lr_math_ols_hispanic",100,23439,0.00778204855972883,0.0534036563227663,-0.301815602976834,0.279160937482926,0.580976540459761,0.000348820060309284
"achiev_ela_ols_hispanic",101,41138,-0.219911603344846,0.292186360264693,-1.75526845155225,1.07784718411975,2.83311563567201,0.00144058321931883
"lr_ela_ols_hispanic",102,17729,0.0177115728619811,0.0424227913759779,-0.177825386910475,0.21231651490202,0.390141901812495,0.000318608326346528
"achiev_se_math_ols_hispanic",103,41042,0.0537163628325026,0.0354163827963589,0.0144726562381732,0.237164714580331,0.222692058342157,0.000174819528681038
"lr_se_math_ols_hispanic",104,23439,0.0207204454196015,0.00692247504441795,0.0098995645388109,0.0342571837521216,0.0243576192133107,4.52159707546838e-05
"achiev_se_ela_ols_hispanic",105,41138,0.0530627082340659,0.0351519254077005,0.0142210965271486,0.221994163068436,0.207773066541288,0.000173311559866129
"lr_se_ela_ols_hispanic",106,17729,0.0167859647059212,0.00461955058149803,0.0097299845678662,0.0260685567288361,0.0163385721609699,3.46942582396322e-05
"achiev_math_bayes_hispanic",107,41042,-0.216376967183096,0.268728553329199,-1.27236074960867,0.862655711026026,2.1350164606347,0.00132647648706174
"lr_math_bayes_hispanic",108,23439,0.00841902298906886,0.0453897194123916,-0.234789985701323,0.219975962672759,0.454765948374081,0.000296474918630287
"achiev_ela_bayes_hispanic",109,41138,-0.222457083434817,0.279503600271573,-1.60128187950362,0.997608417805677,2.5988902973093,0.00137805267818
"lr_ela_bayes_hispanic",110,17729,0.0170694815554579,0.0370420045659052,-0.139324387716842,0.166764743463537,0.306089131180379,0.000278196947830886
"achiev_se_math_bayes_hispanic",111,41042,0.0445536065634646,0.0216094544502137,0.0143644575668791,0.120084296278833,0.105719838711954,0.000106666868374517
"lr_se_math_bayes_hispanic",112,23439,0.0172177618197853,0.00465298085249661,0.0093603160943898,0.0271201091489089,0.0177597930545191,3.03921711235696e-05
"achiev_se_ela_bayes_hispanic",113,41138,0.0446635136945613,0.0225548651518148,0.0141316061196952,0.134209475103573,0.120077868983877,0.000111203549071451
"lr_se_ela_bayes_hispanic",114,17729,0.0137172525104032,0.00284808494399005,0.0089526145734359,0.0207918717274873,0.0118392571540514,2.13900016445228e-05
"achiev_all_ols_hispanic",115,41382,-0.220126759034303,0.281434975778077,-1.78690802246123,1.0386026152151,2.82551063767633,0.00138347823414004
"lr_all_ols_hispanic",116,27315,0.013220599619403,0.0461484912889558,-0.262053392021415,0.244880943825362,0.506934335846777,0.000279226675101277
"achiev_se_all_ols_hispanic",117,41382,0.0386192032818942,0.0264696015846082,0.0110627180342304,0.227276913731853,0.216214195697623,0.000130119284418795
"lr_se_all_ols_hispanic",118,27315,0.016285753808026,0.00599404778368085,0.0075196216715332,0.0282527931648951,0.0207331714933619,3.62676652321227e-05
"achiev_all_bayes_hispanic",119,41382,-0.220732290784862,0.271533922660896,-1.58889383987899,0.927016400268502,2.5159102401475,0.0013348066308867
"lr_all_bayes_hispanic",120,27315,0.0132683095422935,0.0402750806020668,-0.204391478310431,0.200522873922861,0.404914352233292,0.000243688938291302
"achiev_se_all_bayes_hispanic",121,41382,0.0356721825445269,0.0198870663168491,0.0110527575602655,0.122629073340073,0.111576315779807,9.77608533345751e-05
"lr_se_all_bayes_hispanic",122,27315,0.0150718367539454,0.00491539346080794,0.0074251851538262,0.0242759615761436,0.0168507764223174,2.97411450416024e-05
"achiev_math_ols_neg",123,52871,0.4678180336297,0.190974985470362,-0.505406047917834,1.57981634660634,2.08522239452417,0.000830553711492668
"lr_math_ols_neg",124,41133,0.00392773694450245,0.0304257065626833,-0.186502168689371,0.15814630749829,0.344648476187661,0.000150018728305021
"achiev_ela_ols_neg",125,52813,0.490997623709897,0.185411456228042,-0.637977568390935,1.50437614214977,2.1423537105407,0.00080680047627224
"lr_ela_ols_neg",126,33931,-0.00147911315095288,0.0260769131969747,-0.129850594102436,0.189200292030248,0.319050886132685,0.000141565638397969
"achiev_se_math_ols_neg",127,52871,0.0453857510464977,0.0504880811904123,0.0070326282016969,2.28567924767711,2.27864661947541,0.000219573590308495
"lr_se_math_ols_neg",128,41133,0.0219931730272497,0.0124492950962186,0.0050123758383321,0.23540476371404,0.230392387875708,6.13832061642005e-05
"achiev_se_ela_ols_neg",129,52813,0.0443902772904971,0.0553953756179735,0.0070915831428491,2.99133447863108,2.98424289548823,0.000241047755845743
"lr_se_ela_ols_neg",130,33931,0.0175954330857937,0.00724381023775218,0.0049948148206058,0.0410034216170845,0.0360086067964787,3.93250003554906e-05
"achiev_math_bayes_neg",131,53535,0.470586794414505,0.1780062948173,-0.369893440364659,1.52708484776158,1.89697828812623,0.000769336711895007
"lr_math_bayes_neg",132,41133,0.00389622847920397,0.018140655161494,-0.0980775057250867,0.119039020043204,0.21711652576829,8.94453514938272e-05
"achiev_ela_bayes_neg",133,53448,0.49082785516827,0.171140088309851,-0.302862750693771,1.490401721696,1.79326447238977,0.000740262964997841
"lr_ela_bayes_neg",134,33931,-0.00129182431056309,0.017757927037592,-0.0958145501830035,0.106370631169155,0.202185181352158,9.6403752189232e-05
"achiev_se_math_bayes_neg",135,53535,0.0321522530668957,0.017202758731976,0.0069134074300531,0.14572514466811,0.138811737238057,7.43496956215243e-05
"lr_se_math_bayes_neg",136,41133,0.0113641426658569,0.00333696716398804,0.0038575927370178,0.0189859508478684,0.0151283581108506,1.64534410829784e-05
"achiev_se_ela_bayes_neg",137,53448,0.0311265820531315,0.0162615364944999,0.0069794190292394,0.139373936532864,0.132394517503624,7.03389447774765e-05
"lr_se_ela_bayes_neg",138,33931,0.00989139996587001,0.00270823192454744,0.0036876741596796,0.0158798788006254,0.0121922046409458,1.47023759458154e-05
"achiev_all_ols_neg",139,53775,0.476808323098687,0.187915057137689,-1.0273913465733,1.54321456450088,2.57060591107418,0.000810347638482442
"lr_all_ols_neg",140,45452,0.00130893603983112,0.0286022333477179,-0.172957182549301,0.176537151653032,0.349494334202333,0.000134160122596308
"achiev_se_all_ols_neg",141,53775,0.031848604196878,0.0278113680669351,0.0051145751545712,0.461977831803071,0.456863256648499,0.000119931190077512
"lr_se_all_ols_neg",142,45452,0.0154842497930077,0.00748299416681555,0.0036125959184684,0.0400514908251689,0.0364388949067005,3.50993365658816e-05
"achiev_all_bayes_neg",143,53775,0.480169143689904,0.174269878171498,-0.336342668967565,1.50534447794275,1.84168714691031,0.000751505421576843
"lr_all_bayes_neg",144,45452,0.00141464016984819,0.0175110849234952,-0.0962661671582048,0.112195002934563,0.208461170092768,8.21365685528864e-05
"achiev_se_all_bayes_neg",145,53775,0.0277742603774697,0.017269586624651,0.0051110570650075,0.140853148371438,0.135742091306431,7.44717797073597e-05
"lr_se_all_bayes_neg",146,45452,0.0113622659226971,0.00353175941063909,0.0035510760748464,0.0184066260595711,0.0148555499847247,1.65658838508081e-05
"achiev_math_ols_non_ecd",147,54112,0.225711955111518,0.307126912953673,-1.3032545538286,1.67169962070518,2.97495417453377,0.00132029531301351
"lr_math_ols_non_ecd",148,44649,0.00160403194068127,0.0541323739272962,-0.256832138490097,0.225537665628304,0.482369804118401,0.00025618352958141
"achiev_ela_ols_non_ecd",149,54023,0.250936750505286,0.272662129624798,-1.26996126724711,1.51940145298402,2.78936272023113,0.00117310118524569
"lr_ela_ols_non_ecd",150,38999,-0.000840257400113438,0.0406506866213703,-0.200262901860698,0.251093649453955,0.451356551314653,0.000205845392262623
"achiev_se_math_ols_non_ecd",151,54112,0.0380519805960431,0.0273513975455049,0.0156714778943965,0.232793848043798,0.217122370149401,0.000117579803203852
"lr_se_math_ols_non_ecd",152,44649,0.0190423562349543,0.00582076425972915,0.0107420249990172,0.0342576079226138,0.0235155829235966,2.7546989439656e-05
"achiev_se_ela_ols_non_ecd",153,54023,0.0369522438659273,0.0263857993148279,0.0156882704603881,0.224307105332919,0.208618834872531,0.000113522228013378
"lr_se_ela_ols_non_ecd",154,38999,0.0167813950195179,0.00400018379832947,0.0107265099433883,0.0260650721131274,0.0153385621697391,2.02559777343796e-05
"achiev_math_bayes_non_ecd",155,54112,0.226367462190848,0.299182687252952,-1.10281137012799,1.48570816262951,2.58851953275749,0.00128614420636736
"lr_math_bayes_non_ecd",156,44649,0.0018274596979034,0.0469109170151033,-0.220807060995576,0.187479772510271,0.408286833505847,0.000222007708602815
"achiev_ela_bayes_non_ecd",157,54023,0.252260925878178,0.26196156295015,-1.16936492801876,1.36332975851528,2.53269468653404,0.00112706308136194
"lr_ela_bayes_non_ecd",158,38999,-0.00103451010464435,0.0341274258855578,-0.167895280338467,0.211794731259074,0.379690011597541,0.000172813154025132
"achiev_se_math_bayes_non_ecd",159,54112,0.0332382133844747,0.0168553982040605,0.0155363290901798,0.138454584533075,0.122918255442895,7.24589813174536e-05
"lr_se_math_bayes_non_ecd",160,44649,0.016505562915706,0.00400927873467719,0.0102076335649321,0.0270489087391234,0.0168412751741913,1.89740649228645e-05
"achiev_se_ela_bayes_non_ecd",161,54023,0.0317454001097998,0.0154688379956352,0.0155173896701137,0.119084086103214,0.1035666964331,6.65531080976446e-05
"lr_se_ela_bayes_non_ecd",162,38999,0.0137979412470747,0.00236972375306899,0.0097976205375257,0.0197187455896331,0.0099211250521074,1.19997165127367e-05
"achiev_all_ols_non_ecd",163,54321,0.235254389352373,0.286693722041561,-1.38805944298195,1.59468150902498,2.98274095200693,0.0012300826836398
"lr_all_ols_non_ecd",164,48136,0.000702012916596112,0.0449925234383711,-0.228370226936193,0.260355823824088,0.48872605076028,0.000205071520890267
"achiev_se_all_ols_non_ecd",165,54321,0.0272264865404583,0.0211654372712993,0.0115378508799305,0.22797737232667,0.216439521446739,9.08120264848892e-05
"lr_se_all_ols_non_ecd",166,48136,0.0142658781429924,0.004920127999927,0.0078958679182584,0.028258054583548,0.0203621866652896,2.24254621615494e-05
"achiev_all_bayes_non_ecd",167,54321,0.236814906163655,0.278683140439568,-1.19704440845676,1.42393572213613,2.62098013059289,0.00119571263310529
"lr_all_bayes_non_ecd",168,48136,0.000576053769276221,0.0392913680454333,-0.193565192204633,0.194660674502842,0.388225866707475,0.000179086212267536
"achiev_se_all_bayes_non_ecd",169,54321,0.0253824341283452,0.0149468829997683,0.0115274013521077,0.122405458258163,0.110878056906055,6.41308146599031e-05
"lr_se_all_bayes_non_ecd",170,48136,0.0132633158512731,0.00391902927007769,0.0077616666247448,0.0235545438833128,0.015792877258568,1.78625520733273e-05
"achiev_math_ols_wbg",171,28674,0.535851590386018,0.242583373231214,-0.753122660188718,1.6267205503387,2.37984321052742,0.00143257342455252
"lr_math_ols_wbg",172,15284,0.000762524899190923,0.0303882469749127,-0.1202772196826,0.144825703594398,0.265102923276998,0.000245802973843471
"achiev_ela_ols_wbg",173,28766,0.491069480418598,0.238948665636757,-0.779418730519699,1.63978459403703,2.41920332455673,0.00140885037388116
"lr_ela_ols_wbg",174,12106,0.00311064489789674,0.0250327879579556,-0.121807757773373,0.130425167453285,0.252232925226658,0.000227514398080388
"achiev_se_math_ols_wbg",175,28674,0.0560780100114823,0.0378712400100361,0.0084208365289243,0.409527261753733,0.401106425224809,0.000223648188540594
"lr_se_math_ols_wbg",176,15284,0.0196439756478394,0.00790950942551,0.0059472239604963,0.0447208602909442,0.0387736363304479,6.39780550697233e-05
"achiev_se_ela_ols_wbg",177,28766,0.0542654708773607,0.0371288363420407,0.0079569267944401,0.386548031577971,0.378591104783531,0.000218913023945382
"lr_se_ela_ols_wbg",178,12106,0.0159008861409715,0.00562399239484915,0.0055740154717577,0.0343196305822158,0.0287456151104581,5.1114532135688e-05
"achiev_math_bayes_wbg",179,28674,0.536954913222324,0.22663367735633,-0.325374397162657,1.57217470888373,1.89754910604638,0.00133838267217034
"lr_math_bayes_wbg",180,15284,-1.60217536445825e-05,0.0216718294211837,-0.0776104831235164,0.0982792553659063,0.175889738489423,0.000175298039559607
"achiev_ela_bayes_wbg",181,28766,0.493358773790831,0.224814346589938,-0.335627296600518,1.62522854380431,1.96085584040483,0.00132551389396987
"lr_ela_bayes_wbg",182,12106,0.00300390587288516,0.0182848436712439,-0.0668346941020531,0.0879637180940125,0.154798412196066,0.000166184653856542
"achiev_se_math_bayes_wbg",183,28674,0.0418093956171437,0.0209575247044984,0.0083446613901855,0.155680674331007,0.147336012940822,0.000123764430085038
"lr_se_math_bayes_wbg",184,15284,0.0126544057154948,0.0038155056322284,0.0050108176403513,0.0216159096110088,0.0166050919706575,3.0862676346303e-05
"achiev_se_ela_bayes_wbg",185,28766,0.0410976028779594,0.0207208705330305,0.007890670500498,0.151916864036467,0.144026193535969,0.000122171036694471
"lr_se_ela_bayes_wbg",186,12106,0.0102031330513386,0.00275286185394997,0.0045780601819229,0.0172307782764253,0.0126527180945024,2.50198143631397e-05
"achiev_all_ols_wbg",187,29028,0.512294790905315,0.235242013579969,-0.747192386666939,1.60124481496743,2.34843720163437,0.00138072227376976
"lr_all_ols_wbg",188,18082,0.00172889046586164,0.028131291502469,-0.143654803684605,0.133698767977367,0.277353571661972,0.000209202292115751
"achiev_se_all_ols_wbg",189,29028,0.0396938234292082,0.0283603749501998,0.0059508203879227,0.345948292681947,0.339997472294024,0.000166457516624221
"lr_se_all_ols_wbg",190,18082,0.0154774844020049,0.00682486283849325,0.0042201503516592,0.0382462152511117,0.0340260648994525,5.07540490653651e-05
"achiev_all_bayes_wbg",191,29028,0.514292511442526,0.224255501060298,-0.329284596935261,1.59849120918305,1.92777580611831,0.00131623837348295
"lr_all_bayes_wbg",192,18082,0.000936346086393369,0.0199916024428291,-0.0813441007918484,0.0934397820109003,0.174783882802749,0.000148670353571916
"achiev_se_all_bayes_wbg",193,29028,0.0359694721375228,0.0209387553566736,0.0059478575460755,0.150015120209787,0.144067262663712,0.000122897289757075
"lr_se_all_bayes_wbg",194,18082,0.0124690383484301,0.00412746220534271,0.004159004399758,0.0211430370883348,0.0169840326885768,3.06944511915865e-05
"achiev_math_ols_whg",195,40679,0.35259355421215,0.222711178959946,-0.662922014308513,1.32189431551752,1.98481632982603,0.00110422323885454
"lr_math_ols_whg",196,21645,-0.00581450051023488,0.0309301790688487,-0.130920978121832,0.16014413421646,0.291065112338293,0.000210234331988257
