"leaid","ave_students_susp_in_sch","ave_students_susp_out_sch_single","ave_students_susp_out_sch_multiple","ave_students_arrested","ave_expulsions_no_ed_serv_white","ave_expulsions_no_ed_serv_black","ave_expulsions_no_ed_serv_hispanic","ave_expulsions_with_ed_serv_white","ave_expulsions_with_ed_serv_black","ave_expulsions_with_ed_serv_hispanic","ave_expulsions_zero_tolerance_white","ave_expulsions_zero_tolerance_black","ave_expulsions_zero_tolerance_hispanic","ave_percentage_students_susp_in_sch_white","ave_percentage_students_susp_in_sch_black","ave_percentage_students_susp_in_sch_hispanic"
904170,5.66666666666667,2.22988505747126,0.816091954022989,0.505747126436782,0,0,0,0.206896551724138,0,0.137931034482759,0.0689655172413793,0,0.0689655172413793,0.00418588016896552,0.0148247705517241,0.00811706048275862
904230,6.21212121212121,1.3030303030303,0.674242424242424,0.348484848484849,0.0454545454545455,0,0,0.363636363636364,0.0454545454545455,0.0454545454545455,0.181818181818182,0,0,0.00295016375,0.0103246187727273,0.00455218759090909
904260,9.08333333333333,1.5,0.916666666666667,0.333333333333333,0,0,0,0,0,0.5,0,0,0.5,0.0630076075,0.572916675,0.05872845
904290,5.61904761904762,1.3968253968254,0.698412698412698,0.222222222222222,0,0,0,0.857142857142857,0,0,0.380952380952381,0,0,0.011865432952381,0.0396825395238095,0.0149547671428571
904320,3.03137254901961,5.73333333333333,1.52156862745098,0.737254901960784,0,0.0470588235294118,0.0352941176470588,0.329411764705882,0.682352941176471,0.905882352941176,0.117647058823529,0.129411764705882,0.305882352941176,0.000444483411764706,0.00138956746941176,0.000663386323529412
904350,5.41666666666667,1.16666666666667,1.83333333333333,0,0,0,0,0,0,0,0,0,0,0.03013452,0.25,0
904380,6.94444444444444,2.29166666666667,0.736111111111111,0.0694444444444444,0,0,0,0.25,0,0.0416666666666667,0.125,0,0,0.00962466734583333,0.129050920416667,0.0149056742083333
904440,9.77777777777778,1.32163742690058,0.403508771929825,0.947368421052632,0,0,0,0,0,0,0,0,0,0.00268548778245614,0.00848633718070175,0.00547507722807018
904470,9.20833333333333,2.3125,1.125,0.270833333333333,0,0,0,1.25,0.125,0,0.4375,0,0,0.01139480686875,0.0519569825,0.03171309375
904500,6.02777777777778,2.77777777777778,0.805555555555556,0.416666666666667,0,0,0,0.75,0,0,0.75,0,0,0.0191634293333333,0.0833333333333333,0.06666667
904530,5.15384615384615,3.12820512820513,1.64102564102564,0.0256410256410256,0,0,0,0,0,0,0,0,0,0.0150285177692308,0.184615384615385,0.0181217838461538
904560,5.79166666666667,1.25,0.333333333333333,0.270833333333333,0,0,0,0.5,0.125,0,0,0,0,0.00667560181875,0.019808198125,0.014569018125
904590,14.3095238095238,5.90476190476191,4.17857142857143,0.857142857142857,0.178571428571429,0.0714285714285714,0,0.928571428571429,0.178571428571429,0.321428571428571,1.03571428571429,0.142857142857143,0.321428571428571,0.00952910503928571,0.0200600799642857,0.0136238846214286
