leaid,student_teacher_ratio
0405820,17.209799095222603
0405850,19.228213009886183
0405880,22.746204264498466
0405930,18.32157183119771
0405980,18.19260700389105
0406000,9.487375669472073
0406030,9.10734149054505
0406070,18.37381525614848
0406120,15.391917548142121
0406150,9.989669421487603
0406210,20.8019814593214
0406250,18.82324674569434
0406300,18.029789859360637
0406330,18.086444297585814
0406360,17.712742008104456
0406440,18.456718496170808
0406510,9.192250372578242
0406580,17.881440601360676
0406630,21.43686502177068
0406730,18.59653667420246
0406740,13.73644163833576
0406780,16.548148148148147
0406810,20.768033830416105
0406870,15.084057971014493
0406900,17.899053627760253
0407020,21.292824162648913
0407080,19.051154307076583
0407130,18.6731581898497
0407170,21.111541607473416
0407200,13.427821522309712
0407240,19.227998708363348
0407300,18.66484176610327
0407380,22.58823529411765
0407430,9.012345679012345
0407500,21.36283185840708
0407520,18.9308641702485
0407530,22.397209597294154
0407570,17.89218008458153
0407630,9.56615467528968
0407680,8.497652582159624
0407700,19.25087951457251
0407750,18.868597607111035
0407770,31.471698113207548
0407820,21.20738375106593
0407860,24.5179584120983
0407890,20.055314161568806
0407920,8.113063407181054
0408020,15.2994555353902
0408080,15.840391564537407
0408130,16.265257192676547
0408170,19.472945254815155
0408230,16.168552477565353
0408280,16.674426100347382
0408310,16.081350120374786
0408340,21.74648848773874
0408410,18.714446218437704
0408430,17.098360655737704
0408460,18.815789473684212
0408490,19.024358130348915
0408520,23.68248499539638
0408600,16.513379583746282
0408640,19.629331184528606
0408680,15.476806192149239
0408800,18.33271856737835
0408820,22.48048780487805
0408850,19.030288148620308
0408880,17.369565217391305
0408910,7.852934596166754
0409060,18.395172477793352
0409090,19.10148674854557
0409120,10.911242603550296
0409160,16.515206681577364
0409190,13.838535173896634
0409250,15.57014972049568
0409310,16.29992885455839
0409390,17.54113132957386
0409430,15.504761904761905
0409460,17.665457275115727
0409510,11.588069326884321
0409540,6.118251928020566
0409570,15.91304347826087
0409600,20.295656503242842
0409630,25.515023968198292
0409731,6.498463152067825
0409733,17.367035433240783
0500001,10.888355440490919
0500006,12.419469978055293
0500009,13.111351228389445
0500012,11.469227743186966
0500015,15.29856151584071
0500016,13.538117191153871
0500017,14.133709763265683
0500019,13.520720443086194
0500020,12.236224779617512
0500021,10.482142499449152
0500023,11.792575014413798
0500026,13.70413189301155
0500028,13.828696198762696
0500029,12.854067527758895
0500030,10.0181598062954
0500032,10.59824046920821
0500035,2.6793808548500824
0500036,3.552566936870548
0500041,11.0237537638006
0500042,13.578038986251098
0500043,14.174537241771432
0500044,12.817424514501448
0500045,13.56797393035031
0500046,12.556013391707442
0500047,12.860837189014036
0500048,12.010988842334667
0500049,13.687385482734319
0500051,14.325192176705263
0500055,12.67807745504841
0500059,13.734545186929644
0500061,8.591701372821225
0500062,13.714172761415298
0500065,11.414776514673823
0500067,12.750125849484016
0500068,10.356988004046828
0500070,11.172402437016302
0500071,11.425434892754602
0500072,7.709862092030454
0500073,11.23209072912123
0500074,14.601230318961546
0500076,8.77724941226758
0500078,14.982805093410168
0500079,12.665652537378886
0500082,11.251087812357548
0500390,6.865767244485368
0500394,37.377466997778065
0500397,13.384464997368223
0500398,15.752236016553198
0500402,15.20407930979535
0500403,13.899365283782542
0500405,11.721411839863714
0500406,14.706997195057236
0500407,8.626016260162602
0500408,14.19141914191419
0500409,15.259224386512093
0500410,12.79838941616336
0500411,15.450579208665564
0500412,14.012623985572587
0500413,12.20247540463345
0500414,24.46083995459705
0500415,13.054298642533936
0500416,16.488106046849463
0500417,25.632690968191316
0500418,10.501640881387718
0500419,15.543428831286949
0502250,15.64713061824994
0502280,12.138505622576993
0502430,12.972377563124894
0502550,10.963751283020907
0502580,11.963395156295837
0502610,11.689261405186476
0502670,9.016796171273635
0502700,12.390411180485911
0502730,13.215050474151116
0502790,15.8655201578799
0502820,11.7383622991906
0502880,15.014665403185777
0502960,16.285866392524735
0503030,15.124475924012131
0503060,15.088465945750114
0503090,13.497144834746496
0503150,13.28905391977407
0503240,12.783162402794995
0503300,10.753324651750129
0503320,12.146560342222118
0503420,10.912864355852927
0503450,12.634698557979286
0503480,11.544220276614643
0503630,10.854674835419916
0503640,14.386989450336564
0503690,16.065366375841688
0503710,11.82255141438815
0503750,15.988229070432787
0503770,11.483665887939948
0503840,10.399376288919068
0503960,11.738250855897915
0504020,13.25814019241497
0504050,12.704626999551502
0504080,12.869145539353452
0504110,13.380926457487874
0504170,11.420023808032079
0504200,14.885571161968372
0504350,10.527002591204818
0504370,12.328474246841594
0504380,14.560353155258015
0504410,12.20780492581893
0504560,11.877168550994877
0504590,15.50935412766806
0504680,11.322643466865662
0504740,11.912812902911913
0504800,13.230172742063905
0504860,11.703087317513209
0504890,11.775956990359017
0504930,14.096090130514208
0504980,11.09391324536625
0505170,9.591999382985835
0505190,11.733365141846086
0505340,10.946200186237434
0505410,11.662505771774264
0505430,13.172904205477677
0505470,13.161482689636719
0505500,11.797052505017108
0505550,11.424370520124976
0505580,12.106098851885026
0505680,13.716377078987287
0505760,13.992609409718867
0505850,11.623518756132537
0505970,11.356934667371183
0506060,13.59178669935642
0506090,14.083520695882939
0506120,14.558876978339162
0506150,12.277474237499135
0506210,12.237104121770916
0506240,12.551891969270411
0506270,14.48254208645384
0506330,15.016044113523785
0506360,14.501396738777366
0506420,12.516308275687294
0506540,12.467582364806454
0506630,13.342284678859615
0506690,12.984012436356377
0506840,15.271477551286331
0506870,12.807522854313005
0506900,15.432073033473674
0506930,11.131220487977465
0506990,16.143849575946177
0507110,12.404278309347447
0507140,10.376525081775423
0507170,12.294604564146914
0507230,12.474922881118278
0507290,11.400603697955493
0507320,13.81025351506842
0507350,11.510163591104906
0507380,14.32084228025213
0507530,11.493659264359902
0507560,13.436595274115144
0507620,11.031135531135531
0507680,12.751884010484927
0507710,10.321795911399429
0507740,11.650946194459275
0507770,13.03379100550851
0507840,13.885412320956751
0507860,12.28979625872085
0507890,12.672726040497903
0507920,12.948216411794721
0507990,11.148889434143035
0508040,14.14308292586556
0508130,13.545484838387205
0508240,9.793563551324208
0508280,15.75934787417122
0508340,11.547716070943455
0508400,12.77287720988844
0508490,10.03199748216534
0508610,17.060136292990077
0508640,11.455227100572426
0508670,15.610248857671538
0508700,13.61499458501526
0508730,12.872758448238908
0508940,13.346590967635573
0509000,13.555065397623698
0509060,13.725026074220915
0509150,12.126169622728089
0509190,12.375155132675374
0509240,13.230023126359686
0509270,10.47540017033171
0509330,11.845603616978202
0509360,11.283629730962152
0509390,15.461497912360997
0509420,10.969216536361493
0509480,10.879330575671736
0509510,9.27376290494838
0509540,12.502212193611184
0509570,11.694793167318377
0509600,12.401972826395058
0509630,11.879749119675378
0509720,12.550704904547132
0509750,13.479582397251223
0509780,9.009998266196613
0509840,12.67137709980815
0509990,11.7001911349777
0510080,12.905524970507274
0510170,12.04389512427864
0510200,11.79242404724292
0510260,11.769416868273963
0510290,9.238457877201332
0510320,10.525694034258713
0510380,13.24843981576866
0510410,10.516780861688538
0510440,13.960060365116988
0510560,9.631319544583862
0510680,15.4178399354465
0510920,10.730719676053745
0510950,11.851673984632273
0510980,13.234134804887663
0511010,13.780745214153791
0511070,11.500798457320197
0511130,12.559817241793915
0511220,12.40272720782466
0511340,13.2729368248948
0511370,12.922206431218372
0511610,14.452081519944771
0511700,13.495790872840054
0511730,14.184301081095727
0511760,14.40692051381491
0511820,12.932737436429102
0511850,14.094531513462664
0511880,12.049245876029829
0511970,15.90421345352804
0512000,12.777920527198802
0512060,13.401862395786743
0512090,13.302459002229172
0512180,11.444167186525265
0512210,15.00170548947548
0512420,9.962986538416201
0512450,15.121567828371404
0512480,12.64142556974301
0512510,12.300291442817514
0512520,13.84563183084506
0512540,14.756837128489565
0512570,10.518492223725955
0512630,12.333847150548443
0512660,15.851544743495145
0512930,9.698792110493859
0512960,12.857351651563869
0513080,14.508936436779358
0513110,13.929293457690852
0513230,12.981112027625931
0513350,12.461190262020137
0513380,14.842162308630266
0513410,14.919808383714624
0513530,15.414562289562289
0513560,9.98403751184716
0513680,13.460893720963648
0513930,14.452909351882521
0514010,14.121104926390263
0514020,11.658999424956871
0514040,10.4107680553683
0514140,14.206451178256748
0514370,10.581719987184767
0514400,13.011387600168705
0514430,13.811307155484347
0514490,11.930553737400183
0600001,21.152007326303313
0600002,3.078125
0600003,5.016317246835443
0600006,20.214064144721522
0600007,5.246704967894559
0600011,13.700564971751414
0600012,15.746031746031745
0600013,23.074250601884714
0600014,25.655927863255343
0600015,22.72218105364744
0600016,24.16002233125747
0600017,24.857717881435814
0600018,14.191741855193564
0600019,22.728335833794446
0600020,23.936011460633917
0600021,21.445706061090675
0600022,23.032305877370764
0600025,24.060448895645177
0600026,23.375659018341132
0600027,23.980236974122842
0600028,24.628053932282256
0600029,26.271807431510467
0600031,10.107276722243762
0600032,24.99723729431656
0600033,22.928414597579962
0600034,22.10258940777712
0600035,22.117271625795663
0600036,23.074347886734554
0600037,19.171597633136095
0600038,15.313149812091034
0600039,21.353200277513352
0600040,20.252032104698124
0600042,14.06277906769066
0600043,23.228542454134782
0600044,20.964421208475986
0600045,21.529028176553602
0600046,22.686273023573104
0600047,23.137845710696727
0600048,23.38440275858237
0600049,16.114542391914654
0600051,21.56218245162896
0600052,21.537917644021952
0600060,22.393838555074193
0600061,21.93930399022927
0600062,22.771249233092643
0600063,23.307218970433738
0600064,24.42145973401901
0600065,22.48282001068186
0600067,19.266998249465114
0600068,21.308832298959736
0600069,22.616926987161385
0600071,20.98573281452659
0600116,19.405104661115868
0600134,21.979291459866506
0600136,20.54668868097597
0600153,26.021791224693615
0600158,22.922954283014906
0600159,16.915199200699387
0600160,21.793621087839455
0601322,22.799908946050536
0601331,19.191632963239652
0601332,22.712671424219632
0601336,27.727272727272727
0601339,20.846365569873637
0601409,22.031029619181947
0601410,23.151887199654695
0601414,23.809797760764706
0601415,21.824723511253755
0601418,21.71238596942053
0601420,19.29091061125512
0601421,23.24683625207721
0601422,5.119355211908527
0601423,24.63291953867258
0601425,19.453134051674198
0601426,21.07001699348901
0601427,24.212914815164982
0601428,23.18472728265171
0601429,19.02548936769469
0601430,24.37900641025641
0601431,16.291666666666668
0601432,17.69102990033223
0601433,22.0625
0601434,20.338983050847457
0601435,22.80014914243102
0601436,20.477223427331886
0601438,14
0601439,29.571428571428573
0601441,24.266773804740858
0601442,20.88694565896315
0601444,21.166666666666668
0601445,23.363636363636363
0601446,30.75
0601447,38.12709030100334
0601620,24.543984349989426
0601650,20.457316960165464
0601680,20.035363023538515
0601710,26.538593520905472
0601770,22.00686768530559
0601860,21.256287023583322
0601890,16.018041237113405
0601950,26.849735154725394
0601980,20.313289540171805
0602010,20.374360355507676
0602070,9.960625731616473
0602100,23.565193739027222
0602160,26.199042043640233
0602220,20.93213058419244
0602250,18.936936936936938
0602310,21.11510507520722
0602360,20.96700536590935
0602370,20.617785378366822
0602430,24.999617073419792
0602450,23.85454632937582
0602610,25.196553709644466
0602630,25.660415826400676
0602670,21.296131040910623
0602700,22.684741851745024
0602730,15.850649543684414
0602760,21.757348342714195
0602820,23.861182188782934
0602850,24.274674611473934
0602970,24.897789570406466
0603000,17.796291992204957
0603030,19.667694415895852
0603060,20.48651252408478
0603090,14.513079797757747
0603180,18.883673469387755
0603270,22.067221519778798
0603300,23.206338290772965
0603420,24.9199682501301
0603480,21.84986172304651
0603600,21.88625703248321
0603610,12.902019446522065
0603630,21.859775232195346
0603690,20.791480172145395
0603720,16.427586206896553
0603750,20.41285792118167
0603780,21.65027954501639
0603870,23.156937193482044
0604020,24.027403581078705
0604080,21.440419240847135
0604110,23.61851631514553
0604200,21.41231220597906
0604230,23.610027355486793
0604260,23.112571510859176
0604290,26.400181522520136
0604350,19.816089481608948
0604380,21.70763353276148
0604440,23.86319512968392
0604500,17.722567287784678
0604530,22.769468156591422
0604560,11.972318339100347
0604620,23.050787089759634
0604650,22.84967022970207
0604740,19.486145239920038
0604800,23.488480669432022
0604830,17.67171610717169
0604860,13.112683173319859
0604890,13.502673796791443
0604950,11.795140480712554
0604980,19.95617467522304
0605010,15.52079044874434
0605040,18.412217047546843
0605190,15.392670157068062
0605220,18.131399317406142
0605240,21.52791177474656
0605250,8.715083798882683
0605280,17.89952334416944
0605400,18.022293345105396
0605490,13.86946386946387
0605520,13.174404015056462
0605580,25.021503582840303
0605610,25.028649324774737
0605640,18.63905325443787
0605700,19.328331546981065
0605730,20.463395638629283
0605790,24.712301014880207
0605820,24.40847473076973
0605880,26.89908373171085
0605910,23.990035315023505
0605940,18.301768890597963
0606000,11.655011655011654
0606030,23.3200905634585
0606060,18.422390010164076
0606090,21.50592138611124
0606100,17.466666666666665
0606270,23.153930728723854
0606330,20.471460056856294
0606360,25.762738964893522
0606390,25.036044206475168
0606420,20.509620384815392
0606450,23.75774111693623
0606480,22.306860018444425
0606510,17.740112994350284
0606540,15.457627118644067
0606570,23.433009064780013
0606580,16.01396478445659
0606690,19.3455739050159
0606720,18.051419495731587
0606750,23.40146423127858
0606780,23.482195082417775
0606810,23.355177714473072
0606870,22.138156297893882
0606900,24.154345511943653
0606960,14.088888888888889
0606990,18.538838701540307
0607020,18.55402612252078
0607140,23.440433893383403
0607170,18.981499589314353
0607200,22.291078424125953
0607230,22.760453208735765
0607260,19.80189379063577
0607350,18.16618911174785
0607410,21.504018369690012
0607440,26.815366184713483
0607470,19.879113498992613
0607500,25.424666629779225
0607530,17.40208120971231
0607560,21.224764841088888
0607680,21.108777268742866
0607740,22.54822486186017
0607770,15.800865800865802
0607800,23.704916001528183
0607840,16.04515375632542
0607900,23.25796525667991
0607920,23.31655922286867
0607950,25.35042459421692
0607970,24.795480122931796
0607980,19.144373784621852
0608010,23.009047998116404
0608070,25.891941708426934
0608130,23.57940558709874
0608160,25.868258848527734
0608190,25.339358144826726
0608250,22.98290261299688
0608340,20.340074713384002
0608370,22.74243372435189
0608460,25.675225637285692
0608520,23.341398473147503
0608550,22.269687162891046
0608580,21.26950835852199
0608610,21.68031490976988
0608640,14.967811158798282
0608700,18.591047812817905
0608760,24.443092751255627
0608850,25.94736842105263
0608880,21.390598768886402
0608970,21.29793249690758
0609030,24.705996427096384
0609070,22.018426940181804
0609120,23.15331795646756
0609240,6.9734004313443565
0609300,19.30248760296709
0609330,16.34526720923706
0609390,22.97695086341811
0609450,20.91676668140568
0609480,21.502472422974517
0609510,21.677266357658727
0609570,20.7560117387686
0609620,22.509951384196068
0609640,23.508307981430313
0609665,9.308136810869904
0609690,21.93074225406789
0609780,22.830867195015806
0609810,19.294970349220293
0609850,25.2798133483867
0609870,22.78639356254572
0609940,22.830715402367304
0609990,22.772174705407252
0610050,24.26975759205728
0610230,18.21067821067821
0610260,23.624307549018926
0610290,23.446206275850212
0610320,19.38293715402149
0610350,21.082420248767654
0610380,22.725124084140862
0610440,25.63043970621542
0610620,22.44543358742271
0610680,6.103896103896104
0610710,25.675718952155258
0610740,19.994569569339237
0610770,21.372339618457374
0610860,23.744793887121634
0610890,22.406083217514738
0610980,19.358490566037737
0611040,20.881510321016677
0611100,10.451612903225806
0611110,25.304054819641497
0611130,23.484932725453127
0611220,20.227685729556388
0611280,24.177803791500015
0611430,19.463912455428503
0611460,25.050626348743535
0611490,23.006578903693082
0611520,22.079626174433475
0611550,20
0611610,19.972021952006884
0611670,15.381679389312978
0611700,11.16642958748222
0611730,20.101190476190474
0611760,21.903260318711638
0611780,20.0125
0611820,23.552820775324413
0611850,22.810904635491116
0611870,11.566914975597225
0611910,22.620773354010044
0611940,21.11759252105385
0612030,24.75753740169734
0612070,23.89003402980302
0612090,22.897157867217746
0612120,22.66853965466784
0612150,22.968679073990014
0612180,24.324658606153925
0612210,24.857416549996316
0612330,21.680506405584484
0612360,21.29979035639413
0612420,13.911290322580646
0612600,22.687992722862344
0612630,17.90791896869245
0612690,23.480075784414904
0612750,25.848713233542632
0612810,22.89772114304571
0612840,22.743523112056067
0612880,22.44205223404542
0612910,23.431366432501903
0612930,23.961986918191297
0612960,25.405762551791373
0613080,23.014219665609378
0613140,24.847196077064304
0613170,20.602572385035533
0613290,22.520299165426426
0613360,24.214928322944704
0613470,17.339360671617694
0613500,24.282191496747377
0613530,22.987430373277203
0613710,14.12982652490207
0613740,19.47699342669334
0613800,23.50209900892156
0613840,22.907435752839767
0613860,18.21428571428571
0613890,24.210492314878774
0613920,23.996738194832457
0613980,21.306407379705806
0614010,18.10873082013824
0614040,11.35646687697161
0614070,17.463806773238165
0614130,11.407407407407407
0614190,22.611173298056375
0614220,26.138911178577633
0614250,22.39842701997464
0614340,24.165390505359877
0614370,24.54288164468345
0614400,24.04675262045384
0614430,24.383055318915055
0614490,14.82102908277405
0614520,21.120469627360897
0614550,22.87317141137942
0614730,26.360490781363342
0614760,27.81871139742507
0614790,20.326691282573634
0614820,22.45637239418825
0614880,25.526583032032708
0614910,18.971464408905614
0614940,23.675810767370997
0614950,20.261657352924438
0614970,17.32456140350877
0615000,18.642857142857142
0615090,21.15786176654834
0615150,13.524941126097195
0615180,24.145029661915025
0615240,24.40757963458852
0615270,25.19928167285001
0615390,22.097068800556666
0615450,22.135493372606774
0615480,9.319675528450471
0615510,20.15737059503337
0615600,22.248317107473
0615690,20.817257691146377
0615780,20.437886149601106
0615810,16.80511182108626
0615840,17.917312797329622
0615870,19.787985865724384
0615990,6.202046035805626
0616050,23.180719376484806
0616080,22.86759379979719
0616110,17.4689287827974
0616230,25.230303983778207
0616260,23.280291411042946
0616300,22.863424751426457
0616320,20.01401050788091
0616323,22.55037917119548
0616325,22.89070512529611
0616470,22.45117620087506
0616500,24.88057479448508
0616530,17.119402985074625
0616560,20.196967328435203
0616570,21.76890880649389
0616620,18.491558756672543
0616650,21.768609938956942
0616680,24.098906427937035
0616740,23.929620218332538
0616830,20.306214454154528
0616860,22.8230116315624
0616920,23.742179268720978
0617040,18.268873280479102
0617160,22.969669918595507
0617190,16.358637543913243
0617220,20.72723008506301
0617340,24.113050748903913
0617430,20.922114660922375
0617490,21.60260586319218
0617520,22.719101123595507
0617580,13.621052631578948
0617620,11.616438356164384
0617640,13.155893536121672
0617760,15.615141955835963
0617850,25.03209436498467
0617880,20.47067277463397
0618030,27.748568246897868
0618060,26.126490914320332
0618120,19.131494405671873
0618160,17.164556962025316
0618210,23.617010767559023
0618240,19.8989898989899
0618270,7.05
0618390,24.350901829990786
0618510,23.123287671232877
0618660,22.363721074701044
0618690,12.186560829567092
0618730,22.467446948616097
0618780,23.549920760697304
0618810,10.709219858156029
0618840,21.55508057435279
0618870,21.95265181686705
0618930,22.289124022406842
0618990,21.415605665490617
0619050,22.17269617497668
0619110,18.11978771796816
0619140,22.94974376160753
0619170,21.459934138309553
0619200,20.024552281917966
0619230,15.120481927710841
0619260,23.7086916284271
0619320,20.875441373432363
0619380,17.385549787496874
0619410,16.148735533647667
0619440,24.122259136212623
0619490,24.415659269820566
0619540,25.60547710161244
0619590,22.38997408011116
0619620,23.57937838956287
0619650,26.612872530734972
0619680,20.83496125545354
0619700,23.895560341156575
0619740,22.38231098430813
0619770,22.84355828220859
0619800,24.012142201452058
0619830,22.163187143286272
0619860,20.488888888888887
0619890,22.813423039054808
0619920,15.01316944688323
0619950,16.650353259418768
0619980,12.360515021459227
0620010,20
0620040,21.392084388886584
0620070,22.595363338054934
0620130,24.072760797106586
0620190,26.380822491584556
0620220,14.03988887506738
0620250,25.249930930039802
0620310,22.21275765654464
0620370,21.78894924251764
0620430,10.545454545454545
0620460,23.51553808499592
0620490,20.294117647058822
0620520,20.625
0620610,20.763754045307444
0620640,20.57848242954212
0620670,20.75507036977578
0620700,16.84313725490196
0620730,22.103803685080933
0620760,21.109298531810765
0620790,23.715520755486107
0620850,24.240319935745124
0620880,25.31434956538452
0620910,19.400785854616895
0621000,24.179487996262438
0621060,23.64580198615709
0621090,21.364683561458193
0621150,18.23872055592458
0621180,17.312514246637793
0621210,23.0179340347139
0621240,22.1890243902439
0621270,19.742731410087636
0621330,24.775778275691604
0621360,23.190284892412553
0621400,21.266570986138916
0621420,21.624914429778133
